93,WLP568 White Labs Belgian Style Ale Blend,57,75,70,80,Medium,5,10,"This blend melds Belgian style ale and Saison strains. The strains work in harmony to create complex, fruity aromas and flavors. The blend of yeast strains encourages complete fermentation in a timely manner. Phenolic, spicy, earthy, and clove like flavors are also created. ",,
94,WLP570 White Labs Belgian Golden Ale,58,75.5,68,75,Low,10,15,"From East Flanders, versatile yeast that can produce light Belgian ales to high gravity Belgian beers (12% ABV). A combination of fruitiness and phenolic characteristics dominate the flavor profile. Some sulfur is produced during fermentation, which will dissipate following the end of fermentation. ",,
95,WLP575 White Labs Belgian Styal Ale Blend,59,77,68,75,Medium,8,12,"A blend of Trappist type yeast (2) and one Belgian ale type yeast. This creates a versatile blend that can be used for Trappist type beer, or a myriad of beers that can be described as 'Belgian type'. ",,
96,WLP585 White Labs Belgian Saison III,59.5,72,68,75,Low - Medium,5,10,"Produces beer with a high fruit ester characteristic, as well as some slight tartness. Finishes slightly malty, which balances out the esters. Also produces low levels of clovey phenolics. Great yeast choice for a summer Saison that is light and easy-drinking.",,
97,WLP630 White Labs Berliner Weisse Blend,60,76.5,68,72,Medium,5,10,"A blend of a traditional German Weizen yeast and Lactobacillus to create a subtle, tart, drinkable beer. Can take several months to develop tart character. Perfect for traditional Berliner Weisse.",,
98,WLP644 White Labs Brettanomyces Bruxellensis Trois,60.5,85,70,85,Low,8,12,"This Belgian strain, used traditionally for 100% Brettanomyces fermentations, produces a slightly tart beer with delicate characteristics of mango and pineapple. Can also be used to produce effervescence when bottle-conditioning.",,
99,WLP645 White Labs Brettanomyces Classenii,61,85,70,85,Low,8,12,"Low intensity Brett character. Originally isolated from strong English stock beer, in the early 20th century. The Brett flavors produced are more subtle than WLP650 and WLP653. More aroma than flavor contribution. Fruity, pineapple like aroma. B. claussenii is closely related to B. anomalus.",,
100,WLP650 White Labs Brettanomyces Bruxellensis,62,85,70,85,Low,8,12,Medium intensity Brett character. Classic strain used in secondary fermentation for Belgian style beers and lambics. One Trappist brewery uses this strain in secondary fermentation and bottling to produce their characteristic flavor. ,,
101,WLP653 White Labs Brettanomyces Lambicus,63,85,70,85,Low,8,12,"High intensity Brett character. Defines the ""Brett character"": Horsey, smoky and spicy flavors. As the name suggests, this strain is found most often in Lambic style beers, which are spontaneously fermented beers. Also found in Flanders and sour brown style beers.",,
102,WLP655 White Labs Belgian Sour Mix 1,64,85,70,85,Low,8,12,"A unique blend perfect for Belgian style beers. Includes Brettanomyces, Saccharomyces, and the bacterial strains Lactobacillus and Pediococcus.",,
103,WLP665 White Labs Flemish Ale Blend,64.5,82.5,68,80,Low - Medium,8,12,"Blended culture used to produce the classic beer styles of the West Flanders region of Belgium . A proprietary blend of Saccharomyces yeasts, Brettanomyces, Lactobacillus, and Pediococcus, this culture creates a more complex, dark stone fruit characteristic than WLP 655 Belgian Sour Mix.",,
104,WLP670 White Labs American Farmhouse Blend,65,78.5,68,72,Medium,5,10,"Inspired by local American brewers crafting semi- traditional Belgian-style ales. This blend creates a complex flavor profile with a moderate level of sourness. It consists of a traditional farmhouse yeast strain and Brettanomyces. Great yeast for farmhouse ales, Saisons, and other Belgian-inspired beers.",,
105,WLP672 Lactobacillus Brevis,65.5,80,70,95,N/A,,,"""Lactobacillus brevis is a rod-shaped bacteria used for souring beers. Typically produces more lactic acid than Lactobacillus delbrueckii. Great addition to any sour program!""
We have used this culture in house and prefer it to other strains of Lactobacillus we've used in the past. It produces a it more acid than other strains we've used, and is said to have better IBU tolerance, though we have not yet independently verified this. When using, we would recommend keeping the IBUs on the low end (< 10 IBU) until we are able to run our own experiments.",,
106,WLP800 White Labs Pilsner Lager,68,74.5,50,55,Medium - High,5,10,"Classic pilsner strain from the premier pilsner producer in the Czech Republic. Somewhat dry with a malty finish, this yeast is best suited for European pilsner production.",,
107,WLP802 White Labs Czech Budejovice Lager,69,77.5,50,55,Medium,5,10,"Pilsner lager yeast from Southern Czech Republic. Produces dry and crisp lagers, with low diacetyl production. ",,
108,WLP810 White Labs San Francisco Lager,70,67.5,58,65,High,8,12,"This yeast is used to produce the ""California Common"" style beer. A unique lager strain which has the ability to ferment up to 65 degrees while retaining lager characteristics. Can also be fermented down to 50 degrees for production of marzens, pilsners and other style lagers.",,
109,WLP815 White Labs Belgian Lager,71,75,50,55,Medium,5,10,"Clean, crisp European lager yeast with low sulfur  production. The strain originates from a very old brewery in West Belgium. Great for European style pilsners, dark lagers, Vienna lager, and American style lagers.",,
110,WLP820 White Labs Oktoberfest / Marzen Lager,72,69,52,58,Medium,8,12,"This yeast produces a very malty, bock like style. It does not finish as dry as WLP830. This yeast is much slower in the first generation than WLP830, so we encourage a larger starter to be used the first generation or schedule a longer lagering time.",,
111,WLP830 White Labs German Lager,73,76.5,50,55,Medium,5,10,"This yeast is one of the most widely used lager yeasts in the world. Very malty and clean, great for all German lagers, Pilsner, Oktoberfest, and Marzen. ",,
112,WLP833 White Labs German Bock Lager,74,73,48,55,Medium,8,12,"From the Alps of southern Bavaria, this yeast produces a beer that is well balanced between malt and hop character. The excellent malt profile makes it well suited for Bocks, Doppelbocks, and Oktoberfest style beers. Very versatile lager yeast, it is so well balanced that it has gained tremendous popularity for use in Classic American style Pilsners. Also good for Helles style lager beer.",,
113,WLP838 White Labs Southern German Lager,75,72,50,55,Medium - High,5,10,"This yeast is characterized by a malty finish and balanced aroma. It is a strong fermentor, produces slight sulfur, and low diacetyl.",,
114,WLP840 White Labs American Lager,76,77.5,50,55,Medium,5,10,This yeast is used to produce American style lagers. Dry and clean with a very slight apple fruitiness. Sulfur and diacetyl production is minimal. ,,
115,WLP860 White Labs Munich Helles,76.5,70,48,52,Medium,5,10,"This yeast helps to produce a malty, but balanced traditional Munich-style lager. Clean and strong fermentor, it's great for a variety of lager styles ranging from Helles to Rauchbier.",,
116,WLP862 White Labs Cry Havoc,77,68,68,58,Low - Medium,,,"This signature strain, from Charlie Papazian, has the ability to ferment at both ale and lager temperatures allowing the brewer to produce diverse beer styles. The recipes in both Papazian's books, The Complete Joy of Homebrewing and The Homebrewers Companion, were originally developed and brewed with this yeast. Papazian had ""Cry Havoc"" in his yeast stable since 1983.

When fermented at ale temperatures, the yeast produces fruity esters reminiscent of berries and apples. Hop character comes through well with hop accented beers. Diacetyl production will be very low when proper fermentation techniques are used.

When fermented at lager temperatures, esters are low in high gravity beers and negligible in other beers. Pleasant baked bread-like yeast aroma is often perceived in malt accented lagers. Slightly extended fermentation times may be experienced compared to other lagers. Some fermentation circumstances may produce sulfur aroma compounds, but these will usually dissipate with time. Good yeast for bottle conditioning.

For Ales:

          Attenuation: 66-70

          Flocculation: M-L

          Optimum Fermentation Temperature: 68-74°F

          Optimum Cellaring Temperature: 50-55°F

          + Alt beers can be cellared at lagering temperatures

For Lagers:

          Attenuation: 66-70

          Flocculation: L

          Optimum Fermentation Temperature: 55-58°F

          Optimum Lagering Temperature: 32-37°F
",,
117,WLP885 White Labs Zurich Lager,78,75,50,55,Medium,15,15,"Swiss style lager yeast. With proper care, this yeast can be used to produce lager beer over 11% ABV. Sulfur and diacetyl production is minimal. Original culture provided to White Labs by Marc Sedam.",,
118,WLP920 White Labs Old Bavarian Lager,79,69.5,50,55,Medium,8,12,"From Southern Germany, this yeast finishes malty with a slight ester profile. Use in beers such as Oktoberfest, Bock, and Dark Lagers. ",,
119,WLP940 White Labs Mexican Lager,80,74,50,55,Medium,5,10,"From Mexico City, this yeast produces clean lager beer, with a crisp finish. Good for Mexican style light lagers, as well as dark lagers.",,
120,WY1000 Wyeast Headwaters Ale,81,75,60,75,Medium,10,10,"A clean, aggressive ale strain well suited for American style ales and German style ales. This strain does well at lower temperatures, but stays clean even at the warmer end of the temperature range. Though it is a slight top cropper during fermentation, it does not settle out quickly and therefore will benefit from a longer conditioning/settling time in the secondary.",,Midwest Supplies Exclusive
121,WY1007 Wyeast German Ale,82,75,55,68,Low,11,11,"A true top cropping yeast with low ester formation and a broad temperature range. Fermentation at higher temperatures may produce mild fruitiness. This powdery strain results in yeast that remains in suspension post fermentation. Beers mature rapidly, even when cold fermentation is used. Low or no detectable diacetyl.","   American Wheat or Rye Beer
   Berliner Weisse
   Bière de Garde
   Düsseldorf Altbier
   Kölsch
   Northern German Altbier",Düsseldorf (Zum Uerige)
122,WY1010 Wyeast American Wheat,83,76,58,74,Low,10,10,"A strong fermenting, true top cropping yeast that produces a dry, slightly tart, crisp beer. Ideal for beers when a low ester profile is desirable. ","   American Wheat or Rye Beer
   Cream Ale
   Düsseldorf Altbier
   Kölsch
   Northern German Altbier",Widmer vis Zum Uerige
123,WY1026PC Wyeast British Cask Ale,84,75.5,63,72,Medium - High,9,9,A great yeast choice for any cask conditioned British Ale and one that is especially well suited for IPA’s and Australian ales. Produces a nice malt profile and finishes crisp & slightly tart. Low to moderate fruit ester producer that clears well without filtration.,"   Blonde Ale
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Southern English Brown
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter",
124,WY1028 Wyeast London Ale,85,75,60,72,Low - Medium,11,11,"A rich, minerally profile that is bold and crisp with some fruitiness. Often used for higher gravity ales and when a high level of attenuation is desired. ","   Brown Porter
   Dry Stout
   English Barleywine
   Foreign Extra Stout
   Mild
   Northern English Brown Ale
   Old Ale
   Robust Porter
   Russian Imperial Stout",Worthington White Shield
125,WY1056 American Ale,86,75,60,72,Low - Medium,11,11,"Very clean, crisp flavor characteristics with low fruitiness and mild ester production. A very versatile yeast for styles that desire dominant malt and hop character. This strain makes a wonderful “House” strain. Mild citrus notes develop with cooler 60-66°F (15-19ºC) fermentations. Normally requires filtration for bright beers.","   American Amber Ale
   American Barleywine
   American Brown Ale
   American IPA
   American Pale Ale
   American Stout
   Braggot
   Brown Porter
   Christmas/Winter Specialty Spiced Beer
   Cream Ale
   Dry Stout
   Fruit Beer
   Imperial IPA
   Irish Red Ale
   Other Smoked Beer
   Russian Imperial Stout
   Spice, Herb, or Vegetable Beer
   Strong Scotch Ale
   Wood-Aged Beer",Sierra Nevada (Seibel 96)
126,WY1084 Wyeast Irish Ale,87,73,60,72,Medium,12,12,"This versatile yeast ferments extremely well in dark worts. It is a good choice for most high gravity beers. Beers fermented in the lower temperature range produce a dry, crisp profile with subtle fruitiness. Fruit and complex esters will increase when fermentation temperatures are above 64°F (18°C).","   American Barleywine
   Baltic Porter
   Dry Stout
   Foreign Extra Stout
   Imperial IPA
   Irish Red Ale
   Oatmeal Stout
   Other Smoked Beer
   Robust Porter
   Scottish Export 80/-
   Scottish Heavy 70/-
   Scottish Light 60/-
   Spice, Herb, or Vegetable Beer
   Strong Scotch Ale
   Sweet Stout
   Wood-Aged Beer",Guinness
127,WY1098 Wyeast British Ale,88,74,64,72,Medium,10,10,"This yeast allows malt and hop character to dominate the profile. It ferments dry and crisp, slightly tart, fruity and well balanced. Beers will finish clean and neutral. Ferments well down to 64°F (18°C). ","   Blonde Ale
   English Barleywine
   Northern English Brown Ale
   Robust Porter
   Scottish Export 80/-
   Scottish Heavy 70/-
   Scottish Light 60/-",Whitbread - dry
128,WY1099 Wteast Whitbread Ale,89,70,64,75,Medium - High,10,10,"A mildly malty and slightly fruity fermentation profile. It is less tart and dry than Wyeast 1098 British Ale. With good flocculation characteristics, this yeast clears well without filtration. Low fermentation temperatures will produce a clean finish with a very low ester profile. ","   Blonde Ale
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Oatmeal Stout
   Southern English Brown
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter
   Sweet Stout",Whitbread
129,WY1187 Wyeast Ringwood Ale,90,70,64,74,High,10,10,"A top cropping yeast strain with unique fermentation and flavor characteristics. Expect distinct fruit esters with a malty, complex profile. Flocculation is high, and the beer will clear well without filtration. A thorough diacetyl rest is recommended after fermentation is complete. ","   American IPA
   American Stout
   Fruit Beer
   Mild
   Oatmeal Stout
   Southern English Brown","Pripps Brewery, Sweden (aka 1742 Swedish porter)"
130,WY1214 Wyeast Belgian Abbey,91,76,68,78,Low - Medium,12,12,"A widely used and alcohol tolerant Abbey yeast that is suitable for a variety of Belgian style ales. This strain produces a nice ester profile as well as slightly spicy alcohol notes. It can be slow to start; however, it attenuates well. ","   Belgian Dark Strong Ale
   Belgian Dubbel
   Belgian Specialty Ale
   Belgian Tripel
   Christmas/Winter Specialty Spiced Beer
   Witbier",Chimay
131,WY1272 Wyeast American Ale II,92,74,60,72,Medium - High,10,10,"With many of the best qualities that brewers look for when brewing American styles of beer, this strain’s performance is consistent and it makes great beer. This versatile strain is a very good choice for a “House” strain. Expect a soft, clean profile with hints of nut, and a slightly tart finish. Ferment at warmer temperatures to accentuate hop character with an increased fruitiness. Or, ferment cool for a clean, light citrus character. It attenuates well and is reliably flocculent, producing bright beer without filtration. ","   American Amber Ale
   American Brown Ale
   American IPA
   American Pale Ale
   American Stout
   Blonde Ale
   Fruit Beer
   Imperial IPA
   Wood-Aged Beer",Anchor Liberty
132,WY1275 Wyeast Thames Valley Ale,93,77,62,72,Low - Medium,10,10,"This strain produces classic British bitters with a rich, complex flavor profile. The yeast has a light malt character, low fruitiness, low esters and is clean and well balanced. ","   Brown Porter
   Dry Stout
   Düsseldorf Altbier
   Extra Special/Strong Bitter (English Pale Ale)
   Foreign Extra Stout
   Northern English Brown Ale
   Robust Porter
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter",Henley of Thames (Brakspear Bitter)
133,WY1318 Wyeast London Ale III,94,73,64,74,High,10,10,"Originating from a traditional London brewery, this yeast has a wonderful malt and hop profile. It is a true top cropping strain with a fruity, very light and softly balanced palate. This strain will finish slightly sweet. ","   American Amber Ale
   English Barleywine
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Mild
   Oatmeal Stout
   Old Ale
   Scottish Export 80/-
   Scottish Heavy 70/-
   Scottish Light 60/-
   Southern English Brown
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter
   Sweet Stout",Boddingtons
134,WY1332 Wyeast Northwest Ale,95,69,65,75,High,10,10,One of the classic ale strains from a Northwest U.S. Brewery. It produces a malty and mildly fruity ale with good depth and complexity. ,"   American Amber Ale
   American Barleywine
   American Brown Ale
   American IPA
   American Pale Ale
   American Stout
   Blonde Ale
   Classic American Pilsner
   Fruit Beer
   Imperial IPA
   Spice, Herb, or Vegetable Beer",Hales Brewery in Seattle via Gales Brewery UK
135,WY1335 Wyeast British Ale II,96,74.5,63,75,High,10,10,"A classic British ale profile with good flocculation and malty flavor characteristics. It will finish crisp, clean and fairly dry. ","   American Brown Ale
   Brown Porter
   Cream Ale
   Dry Stout
   English Barleywine
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Foreign Extra Stout
   Irish Red Ale
   Northern English Brown Ale
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter",
136,WY1338 Wyeast European Ale,96.5,69,62,72,High,10,10,"A full-bodied strain, finishing very malty with a complex flavor profile. This strain’s characteristics are very desirable in English style brown ales and porters. It produces a dense, rocky head during fermentation, and can be a slow to start and to attenuate. This yeast may continue to produce CO2 for an extended period after packaging or collection.","   Baltic Porter
   Düsseldorf Altbier
   Northern German Altbier
   Southern English Brown
   Sweet Stout",Wisenschaftliche Station #338 (Munich)
137,WY1388 Wyeast Belgian Strong,97,76,64,80,Low,12,13,"The classic choice for brewing golden strong ales. This alcohol tolerant strain will produce a complex ester profile balanced nicely with subtle phenolics. Malt flavors and aromas will remain even with a well attenuated dry, tart finish. It may continue to produce CO2 for an extended period after packaging or collection. ","   Belgian Blond Ale
   Belgian Golden Strong Ale
   Belgian Specialty Ale
   Belgian Tripel
   Bière de Garde
   Christmas/Winter Specialty Spiced Beer",Duvel (Moortgart) via McEwans
138,WY1450 Wyeast Denny's Favorite 50,98,75,60,70,Low,10,10,"This terrific all-round yeast can be used for almost any beer style, and is a mainstay of one of our local homebrewers, Mr. Denny Conn. It is unique in that it produces a big mouthfeel and accentuates the malt, caramel, or fruit character of a beer without being sweet or under-attenuated.. ","   American Amber Ale
   American Brown Ale
   American IPA
   American Pale Ale
   American Stout
   Braggot
   Brown Porter
   Christmas/Winter Specialty Spiced Beer
   Classic Rauchbier
   Cream Ale
   Fruit Beer
   Imperial IPA
   Irish Red Ale
   Other Smoked Beer
   Russian Imperial Stout
   Spice, Herb, or Vegetable Beer
   Strong Scotch Ale
   Wood-Aged Beer",Brewtek CL50   Previously WY2450
139,WY1469 Wyeast West Yorkshire Ale,99,69,64,72,High,9,9,"This strain produces ales with a full chewy malt flavor and character, but finishes dry, producing famously balanced beers. Expect moderate nutty and stone-fruit esters. Best used for the production of cask-conditioned bitters, ESB and mild ales. Reliably flocculent, producing bright beer without filtration. ","   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Oatmeal Stout
   Southern English Brown
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter
   Sweet Stout",Timothy Taylor
140,WY1581PC Wyeast Belgian Stout,100,77.5,65,75,Medium,12,12,A very versatile ale strain from Belgium. Excellent for Belgian stout and Belgian Specialty ales. Ferments to dryness and produces moderate levels of esters without significant phenolic or spicy characteristics.,"   Belgian Pale Ale
   Belgian Specialty Ale
   Belgian Dubbel
   Triple and Quad
   Belgian Strong Golden and Dark Ales
   Belgian Blonde Ale
   Saison",Brasserie Ellezelloise
141,WY1728 Scottish Ale,101,71,55,75,High,12,12,"Our Scottish ale strain is ideally suited for the strong, malty ales of Scotland. This strain is very versatile, and is often used as a “House” strain as it ferments neutral and clean. Higher fermentation temperatures will result in an increased ester profile. ","   American Barleywine
   Baltic Porter
   Braggot
   Christmas/Winter Specialty Spiced Beer
   Foreign Extra Stout
   Imperial IPA
   Old Ale
   Other Smoked Beer
   Russian Imperial Stout
   Scottish Export 80/-
   Scottish Heavy 70/-
   Scottish Light 60/-
   Strong Scotch Ale
   Wood-Aged Beer",McEwans
142,WY1762 Wyeast Belgian Abbey II,102,75,65,75,Medium,12,12,An excellent yeast strain for use in Belgian dark strong ales. This strain has a relatively “clean profile” which allows a rich malt and distinctive ethanol character to shine. Delicate dried fruit esters can be produced when used at higher fermentation temperatures or in a high gravity wort. ,"   American Barleywine
   Belgian Blond Ale
   Belgian Dark Strong Ale
   Belgian Golden Strong Ale
   Belgian Specialty Ale
   Bière de Garde
   Russian Imperial Stout
   Strong Scotch Ale",Rochefort
143,WY1764PC Wyeast Rogue Pacman,103,75,60,72,Medium - High,12,12,"A versatile yeast strain from one of Oregon’s leading craft breweries. Pacman is alcohol tolerant, flocculent, attenuates well and will produce beers with little to no diacetyl. Very mild fruit complements a dry, mineral finish making this a fairly neutral strain. Pacman’s flavor profile and performance makes it a great choice for use in many different beer styles.","   American Pale Ale
   American Amber Ale
   American Brown Ale
   Brown Porter
   Cream Ale
   Irish Red Ale
   Strong Scotch Ale
   Dry Stout
   American Stout
   Russian Imperial Stout
   American IPA
   Imperial IPA
   American Barleywine
   Fruit Beer
   Spice/Herb/or Vegetable Beer
   Christmas/Winter Specialty Spice Beer
   Other Smoked Beer
   Wood-Aged Beer",
144,WY1768PC Wyeast English Special Bitter,104,70,64,72,High,9,9,"A great yeast for malt predominate ales. Produces light fruit and ethanol aromas along with soft, nutty flavors. Exhibits a mild malt profile with a neutral finish. Bright beers are easily achieved without any filtration. It is similar to our 1968 London ESB Ale but slightly less flocculent.","   Blonde Ale
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Oatmeal Stout
   Southern English Brown
   Special/Best/Premium Bitter
   Standard/Ordinary Bitter
   Sweet Stout
   Pale Ale",
145,WY1882PC Wyeast Thames Valley II,105,75,60,70,High,10,10,"This strain was originally sourced from a now defunct brewery on the banks of the river Thames outside of Oxford, England. Thames Valley II produces crisp, dry beers with a rich malt profile and moderate stone fruit esters. This attenuative strain is also highly flocculent resulting in bright beers not requiring filtration. A thorough diacetyl rest is recommended after fermentation is complete.","   Ordinary and Special Bitters
   ESB
   Northern English Brown
   Robust Porter
   Dry Stout
   Foreign Extra Stout",
146,WY1945 Wyeast NeoBritannia,106,74.5,66,74,Medium - High,,,"This traditional English ale strain works well for a wide range of beer styles, from low-gravity bitters and milds to strong stouts, porters, and old ales. Due to the cells’ chain-forming characteristics, it is an excellent top-cropping yeast. Moderate ester profile makes it a great match for hop-driven beers like bitter and pale ale, but attenuative enough to handle higher-gravity malty styles. Excellent flocculation yields clear beer and allows for cask-conditioning. Ferment at the lower end of the temperature range for a cleaner finish, or utilize the upper end to enhance low-gravity beers with a more assertive ester profile.",,Northern Brewer Exclusive
147,WY1968 London ESB Ale,107,69,64,72,Very High,9,9,"A very good cask conditioned ale strain, this extremely flocculant yeast produces distinctly malty beers. Attenuation levels are typically less than most other yeast strains which results in a slightly sweeter finish. Ales produced with this strain tend to be fruity, increasingly so with higher fermentation temperatures of 70-74°F (21-23° C). A thorough diacetyl rest is recommended after fermentation is complete. Bright beers are easily achieved within days without any filtration. ","   English Barleywine
   English IPA
   Extra Special/Strong Bitter (English Pale Ale)
   Fruit Beer
   Mild
   Old Ale
   Southern English Brown
   Special/Best/Premium Bitter
   Spice, Herb, or Vegetable Beer
   Standard/Ordinary Bitter
   Wood-Aged Beer",Fullers
148,WY2000 Wyeast Budvar Lager,108,73,48,56,Medium - High,9,9,"The Budvar strain has a nice malty nose with subtle fruit tones and a rich malt profile on the palate. It finishes malty but dry, well balanced and crisp. Hop character comes through in the finish. ","   Bohemian Pilsner
   Classic American Pilsner
   Dortmunder Export
   Lite American Lager",Budvar
149,WY2001 Wyeast Urquell Lager,109,74,48,56,Medium - High,9,9,With a mild fruit and floral aroma this strain has a very dry and clean palate with a full mouthfeel and nice subtle malt character. It has a very clean and neutral finish. ,   Bohemian Pilsner,Pilsner Urquell lager H-strain
150,WY2007 Wyeast Pilsen Lager,110,73,48,56,Medium,9,9,"Wyeast 2007 is the classic American lager strain. This mild, neutral strain produces beers with a nice malty character and a smooth palate. It ferments dry and crisp with minimal sulfur or diacetyl. Beers from this strain exhibit the characteristics of the most popular lager in America. ","   Classic American Pilsner
   Dark American Lager
   German Pilsner (Pils)
   Lite American Lager
   Premium American Lager
   Schwarzbier (Black Beer)
   Standard American Lager",Budweiser
151,WY2035 Wyeast American Lager,111,75,48,58,Medium,9,9,A complex and aromatic strain that can be used for a variety of lager beers. This strain is an excellent choice for Classic American Pilsner beers. ,"   Classic American Pilsner
   Dark American Lager
   Lite American Lager
   Premium American Lager
   Standard American Lager",August Schell
152,WY2042 Wyeast Danish Lager,112,75,46,56,Low,9,9,"This yeast is a good choice for Dortmund-style lagers. It will ferment crisp and dry with a soft, rounded profile that accentuates hop characteristics. ","   Classic American Pilsner
   Dark American Lager
   Dortmunder Export
   Lite American Lager
   Munich Helles
   Premium American Lager
   Standard American Lager",Miller via Carlsberg
153,WY2105PC Wyeast Rocky Mountain Lager,113,72,48,56,Medium - High,9,9,"Perfect for that “Banquet Style” beer, this lager strain, born in the Colorado Rockies, ferments well at cooler temperatures with an emphasis on the malt finish.  Will work well for all North American lagers, light pilsners and adjunct beers.  Mild malty profile, medium ester profile, well balanced.",,Coors
154,WY2112 Wyeast California Lager,114,69,58,68,High,9,9,"This strain is particularly well suited for producing 19th century-style West Coast beers with woody/minty hop flavor. It retains lager characteristics at temperatures up to 65°F (18°C) and produces malty, brilliantly clear beers. This strain is not recommended for cold temperature fermentation. ","   Baltic Porter
   California Common Beer
   Christmas/Winter Specialty Spiced Beer
   Cream Ale
   Other Smoked Beer
   Premium American Lager
   Spice, Herb, or Vegetable Beer",Anchor
155,WY2124 Wyeast Bohemian Lager,115,75,45,68,Low - Medium,9,9,"This Carlsberg type yeast is the most widely used lager strain in the world. This strain produces a distinct malty profile with some ester character and a crisp finish. A versatile strain, that is great to use with lagers or Pilsners for fermentations in the 45-55°F (8-12°C) range. It may also be used for Common beer production with fermentations at 65-68°F (18-20°C). A thorough diacetyl rest is recommended after fermentation is complete. ","   Baltic Porter
   Bière de Garde
   Bohemian Pilsner
   Classic American Pilsner
   Dark American Lager
   Doppelbock
   Dortmunder Export
   Eisbock
   German Pilsner (Pils)
   Maibock/Helles Bock
   Munich Dunkel
   Munich Helles
   Oktoberfest/Märzen
   Schwarzbier (Black Beer)
   Traditional Bock
   Vienna Lager",Weihenstephan 34/70
156,WY2206 Wyeast Bavarian Lager,116,75,46,58,Medium - High,9,9,"Used by many German breweries to produce rich, full-bodied, malty beers, this strain is a good choice for bocks and dopplebocks. A thorough diacetyl rest is recommended after fermentation is complete. ","   Classic Rauchbier
   Doppelbock
   Eisbock
   Maibock/Helles Bock
   Munich Dunkel
   Oktoberfest/Märzen
   Schwarzbier (Black Beer)
   Traditional Bock",Weihenstephan 206
157,WY2247PC Wyeast European Lager,117,75,46,56,Low,10,10,This strain exhibits a very clean and dry flavor profile often found in aggressively hopped lagers. Produces mild aromatics and slight sulfur notes typical of classic pilsners. This yeast is a good attenuator resulting in beers with a distinctively crisp finish.,"   German Pilsner
   Bohemian Pilsner
   Classic American Pilsner
   Munich Helles
   Dortmunder Export
",
158,WY2252PC Wyeast Rasenmaher Lager,118,75,48,68,Low,9,9,"This versatile lager strain is an excellent choice for brewing your favorite low alcohol lawnmower beer. Fermentations at low temperatures will produce clean lagers that accentuate the malt character of the beer. At high temperatures this strain maintains much of the lager character, but will also yield a mild ester profile that compliments hop aromas and flavors.","   Light American Lager
   Munich Helles
   Vienna Lager
   Classic American Pilsner
",
159,WY2272PC Wyeast North American Lager,119,73,52,58,High,9,9,"Traditional culture of North American and Canadian lagers, light pilsners and adjunct beers. Mildly malty profile, medium ester profile, well balanced. Malty finish. ","   Classic American Pilsner
   Premium American Lager
   Standard American Lager
   Lite American Lager
   Dark American Lager",
160,WY2278 Wyeast Czech Pils,120,72,50,58,Medium - High,9,9,"Originating from the home of great Pilsners in the Czech Republic, this classic Pilsner strain will finish dry and malty. It is the perfect choice for Pilsners and all malt beers. Sulfur produced during fermentation can be reduced with warmer fermentation temperatures 58°F (14°C) and will dissipate with conditioning. ",   Bohemian Pilsner,Pilsner Urquell-D
161,WY2308 Wyeast Munich Lager,121,72,48,56,Medium,9,9,"This is a unique strain, capable of producing fine lagers. It is very smooth, well-rounded and full-bodied. A thorough diacetyl rest is recommended after fermentation is complete. ","   Classic Rauchbier
   Doppelbock
   Eisbock
   Maibock/Helles Bock
   Munich Dunkel
   Oktoberfest/Märzen
   Traditional Bock
   Vienna Lager",Wisenschaftliche Station #308 (Munich)
162,WY2352PC Wyeast Munich Lager II,122,73,52,62,Medium,10,10,"From a famous brewery in Munich, this strain is a low diacetyl and low sulfur aroma producer.  An excellent choice for malt driven lagers.","   Lager
   Oktoberfest/Marzen
   Munich Dunkel
   Schwarzbier
   Traditional Bock
   Maibock/Hellesbock
   Dopplebock
   Eisbock",
163,WY2487PC Wyeast Hella Bock,123,72,48,56,Medium,12,12,"Direct from the Austrian Alps, this strain will produce rich, full-bodied and malty beers with a complex flavor profile and a great mouth feel. Attenuates well while still leaving plenty of malt character and body. Beers fermented with this strain will benefit from a temperature rise for a diacetyl rest at the end of primary fermentation.","   Lager
   Oktoberfest/Marzen
   Munich Dunkel
   Schwarzbier
   Traditional Bock
   Maibock/Hellesbock
   Dopplebock
   Eisbock",
